section_id,gemini_power,gemini_reason_power,gemini_privacy,gemini_reason_privacy,gemini_safety,gemini_reason_safety,gemini_choice,gemini_reason_choice,gemini_community,gemini_reason_community,gemini_engagement,gemini_reason_engagement,gemini_ip_protection,gemini_reason_ip_protection,gemini_improvement,gemini_reason_improvement,gemini_care,gemini_reason_care,gemini_accountability,gemini_reason_accountability,gemini_B1_authenticity_claims,gemini_reason_B1_authenticity_claims,gemini_B2_religious_sensitivity,gemini_reason_B2_religious_sensitivity,gemini_B3_indigenous_minority,gemini_reason_B3_indigenous_minority,gemini_B4_traditional_craftsmanship,gemini_reason_B4_traditional_craftsmanship,gemini_B5_commercialization_culture,gemini_reason_B5_commercialization_culture,gemini_B6_ai_cultural_content,gemini_reason_B6_ai_cultural_content
S000056,1.0,"Section contains explicit content prohibitions: 'Do not post', 'Content that shows...'",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm, specifically sexual exploitation and nudity involving minors, and underage delinquent behavior.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000053,0.0,,0.0,,1.0,The section explicitly states 'We are also committed to keeping this community safe.',0.0,,1.0,"The section uses 'global community' and 'this community' with positive valence, emphasizing building and keeping it safe.",1.0,"The mission includes 'inspire creativity and bring joy' and 'users can create and share authentically, discover the world around them, and connect with others across the globe,' which describes mechanisms by which users participate.",0.0,,0.0,,0.0,,0.0,,1.0,"The section states 'users can create and share authentically,' which is a keyword for authenticity claims within a content-governance context (even if aspirational here).",0.0,,0.0,,0.0,,0.0,,0.0,
S000058,1.0,"Explicit platform-authority language: 'We remove content', 'suspend or ban accounts', 'we will go one step further and report the accounts to relevant legal authorities'.",0.0,,1.0,Describes content prohibitions ('violates our Community Guidelines') and affirmative protections ('to keep our community safe').,0.0,,1.0,"Invokes 'our community' as a valued collective with positive valence ('to keep our community safe', 'Our Community Guidelines apply to everyone').",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000054,1.0,"Section contains explicit content prohibitions: 'We prohibit any form of content that praises, glorifies, or promotes suicide', 'Do not post', 'we do not allow imagery that depicts such behavior'.",0.0,,1.0,"Section describes content prohibitions and restrictions oriented toward preventing harm related to suicide and self-harm. This is a content prohibition, so safety=1 and power=1.",0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"The section includes 'Exceptions: Content that provides support, resources, or coping mechanisms for those going through suicidal ideation', which directs users to support resources for distress and wellbeing.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000055,1.0,"Section contains explicit content prohibitions: 'We also remove content distributed by disinformation campaigns. Do not post:', 'We do not allow users to publish or distribute content that infringes someone else's intellectual property rights.'",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm: 'Misinformation meant to incite fear, hate, or prejudice', 'Misinformation that may cause harm to an individual's health', 'Hoaxes, phishing attempts, or manipulated content meant to cause harm', 'Content that misleads community members about elections or other civic processes'.",0.0,,1.0,Section refers to 'community members' in the context of preventing harm from misleading content.,1.0,"Section encourages users to 'create and share original content', which describes a mechanism by which users participate.",1.0,Section explicitly discusses 'Intellectual property' and states 'We do not allow users to publish or distribute content that infringes someone else's intellectual property rights.',0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000059,0.0,,0.0,,1.0,The section explicitly states 'feeling safe is essential' and discusses 'keeping deceptive content and accounts off our platform' to prevent harm.,0.0,,1.0,The section refers to 'Community Guidelines' and implies a collective 'people' feeling comfortable and expressing themselves.,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"The section mentions 'authentic interactions' and 'keeping deceptive content' in the context of platform environment, which relates to governing authenticity.",0.0,,0.0,,0.0,,0.0,,0.0,
S000060,0.0,,0.0,,1.0,The section explicitly states 'We are also committed to keeping this community safe.',0.0,,1.0,"The section uses 'global community' and 'this community' with positive valence, emphasizing building and keeping it safe.",1.0,"The mission includes 'inspire creativity and bring joy' and 'users can create and share authentically, discover the world around them, and connect with others across the globe,' which describes mechanisms by which users participate.",0.0,,0.0,,0.0,,0.0,,1.0,"The section states 'users can create and share authentically,' which is a keyword for authenticity claims within a content-governance context (even if aspirational here).",0.0,,0.0,,0.0,,0.0,,0.0,
S000064,1.0,"Explicit platform-authority language and content prohibition: 'We do not allow', 'is prohibited'.",0.0,,1.0,"Content prohibitions oriented toward preventing harm (spamming, impersonation, disinformation).",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000061,1.0,"Section contains explicit content prohibitions: 'Do not post', 'Content that shows...'",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm, specifically sexual exploitation and nudity involving minors, and underage delinquent behavior.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000062,1.0,"Explicit platform-authority language: 'We remove content', 'suspend or ban accounts', 'we will go one step further and report the accounts to relevant legal authorities'.",0.0,,1.0,Describes content prohibitions ('violates our Community Guidelines') and protections ('to keep our community safe').,0.0,,1.0,Invokes 'our community' as a valued collective with positive valence ('to keep our community safe').,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000065,1.0,"Contains explicit content prohibitions: 'Do not post', 'We do not permit misinformation', 'we remove misinformation'.",0.0,,1.0,"Describes content prohibitions oriented toward preventing harm: 'Do not post: As another person or organization...', 'misinformation that could cause harm to our community or the larger public', 'harm to an individual's health or wider public safety'.",0.0,,1.0,Refers to 'our community' and 'the larger public' as valued collectives to be protected from harm.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000063,1.0,"Section contains explicit content prohibitions ('Do not post', 'We do not promote', 'We also do not permit') and platform enforcement language ('we ban the account').",0.0,,1.0,"Section describes content prohibitions and restrictions oriented toward preventing harm ('risk of violence or threat to public safety', 'Violent and graphic content', 'Suicide, self-harm, and dangerous acts', 'activities that could lead to harm').",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,The section discusses content rules and includes the keyword 'traditional' in the context of 'traditional martial arts' as an exception to violent content prohibitions.,0.0,,0.0,
S000067,0.0,,0.0,,1.0,The section explicitly states 'We are also committed to keeping this community safe.',0.0,,1.0,"The section uses 'global community' and 'this community' with positive valence, emphasizing building and keeping it safe.",1.0,"The mission includes 'inspire creativity and bring joy' and 'users can create and share authentically, discover the world around them, and connect with others across the globe,' which describes mechanisms by which users participate.",0.0,,0.0,,0.0,,0.0,,1.0,"The section states 'users can create and share authentically,' which is a keyword for authenticity claims within a content-governance context (even if aspirational here).",0.0,,0.0,,0.0,,0.0,,0.0,
S000068,1.0,"Section contains explicit platform-authority language ('We also suspend or ban accounts', 'We define hate speech as content that does or intends to attack', 'We also do not allow content', 'Do not post') and content prohibitions.",0.0,,1.0,"Section describes content prohibitions ('We do not allow content', 'Do not post') oriented toward preventing harm (hate speech, violence, dehumanization) based on protected attributes.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,Section discusses content rules and lists 'Religion' as a protected attribute against hate speech.,1.0,Section discusses content rules and lists 'Ethnicity' as a protected attribute against hate speech. Also mentions 'ethnic minority' in the definition of slurs.,0.0,,0.0,,0.0,
S000066,1.0,"Section contains explicit content prohibitions: 'We remove all expressions of abuse', 'Do not post', 'we do not allow it on TikTok'.",1.0,Section explicitly discusses 'Infringement of others' privacy' and 'Revealing or threatening to reveal personally identifiable information'.,1.0,"Section describes content prohibitions oriented toward preventing harm: 'Abusive behavior', 'violent threats', 'sexual harassment', 'disparaging statements', 'wishes death, serious disease, physical, or other harm', 'incites violence', 'real-world harm'.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000069,1.0,"The section contains explicit content prohibitions: 'Do not post:', 'Child abuse is defined as...'",0.0,,1.0,"The section describes content prohibitions and restrictions oriented toward preventing harm, specifically related to minors and child abuse.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000071,1.0,"The section contains explicit platform-authority language ('We also do not allow content depicting minors...', 'we remove their accounts', 'may direct them') and content prohibitions.",0.0,,1.0,The section describes content prohibitions ('We also do not allow content depicting minors engaged in delinquent behavior') and restrictions ('Users must meet minimum age requirements') oriented toward preventing harm to minors.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000073,1.0,Section contains explicit content prohibition 'Do not post' and 'we do not want to contribute' indicating platform authority.,0.0,,1.0,"Section describes content prohibitions ('Do not post: Content that invokes non-consensual slurs', 'Hateful ideology') oriented toward preventing harm and maintaining public order.",0.0,,1.0,Section invokes 'inclusive and supportive community' as a valued collective.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000072,1.0,"Section contains explicit content prohibitions: 'We remove content that encourages...', 'not allowed on the platform', 'Do not post'.",0.0,,1.0,"Section describes content prohibitions oriented toward preventing physical harm ('self-inflicted injury', 'health issues', 'dangerous behavior', 'serious injury or death').",0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"Section includes an exception for 'Content that provides support, resources, or coping mechanisms for those suffering from eating disorders or participating in self-harm'.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000074,0.0,,0.0,,1.0,The section explicitly states 'We are also committed to keeping this community safe.',0.0,,1.0,"The section uses 'global community' and 'this community' with positive valence, emphasizing building and keeping it safe.",1.0,"The mission includes 'inspire creativity and bring joy' and 'users can create and share authentically, discover the world around them, and connect with others across the globe,' which describes mechanisms by which users participate.",0.0,,0.0,,0.0,,0.0,,1.0,"The section states 'users can create and share authentically,' which is a keyword for authenticity claims within a content-governance context (even if aspirational here).",0.0,,0.0,,0.0,,0.0,,0.0,
S000083,1.0,Section contains explicit content prohibition 'Do not post' and 'we do not tolerate abusive content or behavior'.,0.0,,1.0,"Section describes content prohibitions against 'hateful ideologies', 'harassment and bullying', and 'abusive content' to prevent harm.",0.0,,1.0,Section refers to 'Users should feel safe to express themselves' and 'our platform' in a positive collective sense.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000078,0.0,,0.0,,1.0,The section explicitly states 'feeling safe is essential' and discusses 'keeping deceptive content and accounts off our platform' to prevent harm.,0.0,,1.0,The section refers to 'Community Guidelines' and implies a collective 'people' feeling comfortable and expressing themselves.,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"The section mentions 'authentic interactions' and 'keeping deceptive content' in the context of platform environment, which relates to governing authenticity.",0.0,,0.0,,0.0,,0.0,,0.0,
S000084,1.0,"Section contains explicit content prohibitions: 'Do not post', 'We prohibit the trade, sale, promotion, and use'.",0.0,,1.0,Section describes content prohibitions and restrictions oriented toward preventing harm from dangerous individuals/organizations and illegal activities.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"The section defines terrorist organizations as pursuing 'religious' objectives, linking religion to content governance.",1.0,"The section defines terrorist organizations as pursuing 'ethnic' objectives, linking ethnicity to content governance.",0.0,,0.0,,0.0,
S000088,0.0,,0.0,,1.0,The section explicitly states 'We are also committed to keeping this community safe.',0.0,,1.0,"The section uses 'global community' and 'this community' with positive valence, emphasizing building and keeping it safe.",1.0,"The mission includes 'inspire creativity and bring joy' and 'users can create and share authentically, discover the world around them, and connect with others across the globe,' which describes mechanisms by which users participate.",0.0,,0.0,,0.0,,0.0,,1.0,"The section states 'users can create and share authentically,' which is a keyword for authenticity claims within a content-governance context (even if aspirational here).",0.0,,0.0,,0.0,,0.0,,0.0,
S000090,1.0,"Section contains explicit content prohibitions: 'Do not post', 'Content that shows...'",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm, specifically sexual exploitation and nudity involving minors, and underage delinquent behavior.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000092,0.0,,0.0,,1.0,The section explicitly states 'feeling safe is essential' and discusses 'keeping deceptive content and accounts off our platform' to prevent harm.,0.0,,1.0,The section refers to 'Community Guidelines' and implies a collective 'people' feeling comfortable and expressing themselves.,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"The section mentions 'authentic interactions' and 'keeping deceptive content' in the context of platform environment, which relates to governing authenticity.",0.0,,0.0,,0.0,,0.0,,0.0,
S000091,1.0,"Section contains explicit platform-authority language ('We may give exceptions', 'Do not post', 'we do not allow', 'We do not permit') and content prohibitions.",0.0,,1.0,"Section describes content prohibitions and restrictions oriented toward preventing harm related to weapons, drugs, and fraud/scams. Co-coded with power due to prohibitions.",0.0,,1.0,Section invokes 'our community' as a valued collective with positive valence in the context of protection.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000096,1.0,"Section contains explicit content prohibitions: 'Do not post', 'We prohibit the trade, sale, promotion, and use'.",0.0,,1.0,Section describes content prohibitions and restrictions oriented toward preventing harm from dangerous individuals/organizations and illegal activities.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"The section defines terrorist organizations as pursuing 'religious' objectives, linking religion to content governance.",1.0,"The section defines terrorist organizations as pursuing 'ethnic' objectives, linking ethnicity to content governance.",0.0,,0.0,,0.0,
S000085,1.0,"Section contains multiple explicit content prohibitions: 'Do not post', 'We do not allow content that depicts or disseminates'.",0.0,,1.0,"Section describes content prohibitions and restrictions oriented toward preventing harm, specifically sexual acts, sexual objectification, pornography, and child abuse/exploitation.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000095,0.0,,0.0,,1.0,The section explicitly states 'We are also committed to keeping this community safe.',0.0,,1.0,"The section uses 'global community' and 'this community' with positive valence, emphasizing building and keeping it safe.",1.0,"The mission includes 'inspire creativity and bring joy' and 'users can create and share authentically, discover the world around them, and connect with others across the globe,' which describes mechanisms by which users participate.",0.0,,0.0,,0.0,,0.0,,1.0,"The section states 'users can create and share authentically,' which is a keyword for authenticity claims within a content-governance context (even if aspirational here).",0.0,,0.0,,0.0,,0.0,,0.0,
S000094,1.0,"Section discusses content removal ('Some content may be removed'), content prohibitions ('Promotion of criminal activities'), and platform rules ('illegal or regulated').",0.0,,1.0,"Section describes content prohibitions ('illegal or regulated', 'Promotion of criminal activities', 'harmful behavior') oriented toward preventing harm.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
